Assignment,Organization Name
78bad0,Shinybow Technology Co. Ltd.
2c3f38,"Cisco Systems, Inc"
4050,Milton Security Group LLC
830,"Cisco Systems, Inc"
8c8a6e,"ESTUN AUTOMATION TECHNOLOY CO., LTD"
bc779f,"SBM Co., Ltd."
406aab,RIM
a078ba,"Pantech Co., Ltd."
7c1e52,Microsoft
dcb4c4,Microsoft XCG
accb09,Hefcom Metering (Pty) Ltd
1870000,"Veros Systems, Inc."
74fda0,Compupal (Group) Corporation 
ccb8f1,EAGLE KINGDOM TECHNOLOGIES LIMITED
a429b7,bluesky
48f317,Private
704642,"CHYNG HONG ELECTRONIC CO., LTD."
9c5c8d,FIREMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS ELETRÔNICOS  LTDA
d4206d,HTC Corporation
d41c1c,RCF S.P.A.
04888c,Eifelwerk Butler Systeme GmbH
ccf8f0,"Xi'an HISU Multimedia Technology Co.,Ltd."
d45ab2,Galleon Systems
182c91,"Concept Development, Inc."
248707,SEnergy Corporation
c4c19f,"National Oilwell Varco Instrumentation, Monitoring, and Optimization (NOV IMO)"
58920d,Kinetic Avionics Limited
30de86,Cedac Software S.r.l.
18c451,Tucson Embedded Systems
fc1794,"InterCreative Co., Ltd"
b40b7a,Brusa Elektronik AG
24ec99,ASKEY COMPUTER CORP
280cb8,Mikrosay Yazilim ve Elektronik A.S.
3cc99e,"Huiyang Technology Co., Ltd"
449cb5,"Alcomp, Inc"
a44b15,Sun Cupid Technology (HK) LTD
48c862,"Simo Wireless,Inc."
ac02ef,Comsis
b8b42e,"Gionee Communication Equipment Co,Ltd.ShenZhen"
443eb2,"DEOTRON Co., LTD."
d059c3,CeraMicro Technology Corporation
78beb6,Enhanced Vision
b0bf99,WIZITDONGDO
2c1eea,AERODEV
b4fc75,"SEMA Electronics(HK) CO.,LTD"
1c8e8e,"DB Communication & Systems Co., ltd."
9c417c,"Hame  Technology Co.,  Limited "
9c6abe,QEES ApS.
70b921,"Fiberhome Telecommunication Technologies Co.,LTD"
a0e295,"DAT System Co.,Ltd"
40f14c,ISE Europe SPRL
68f895,Redflow Limited
d4f0b4,Napco Security Technologies
9c934e,Xerox Corporation
e8944c,Cogent Healthcare Systems Ltd
9067f3,Alcatel Lucent
3826cd,ANDTEK
d8973b,Artesyn Embedded Technologies
a0165c,Triteka LTD
2c8bf2,Hitachi Metals America Ltd
986022,"EMW Co., Ltd."
bc99bc,FonSee Technology Inc.
783f15,EasySYNC Ltd.
147411,RIM
f8a9de,PUISSANCE PLUS
f4a52a,Hawa Technologies Inc
e8b748,"Cisco Systems, Inc"
0c6e4f,"PrimeVOLT Co., Ltd."
b8d49d,M Seven System Ltd.
18d071,"DASAN CO., LTD."
88bfd5,Simple Audio Ltd
24cbe7,"MYK, Inc."
b0a10a,Pivotal Systems Corporation
802de1,Solarbridge Technologies
44665,"Murata Manufacturing Co., Ltd."
3c672c,Sciovid Inc.
58e476,"CENTRON COMMUNICATIONS TECHNOLOGIES FUJIAN CO.,LTD"
4.47e+97,"Alpha and Omega, Inc"
b8871e,"Good Mind Industries Co., Ltd."
d4f027,Trust Power Ltd.
900917,Far-sighted mobile
0054af,Continental Automotive Systems Inc.
accaba,"Midokura Co., Ltd. "
0c8112,Private
9c95f8,"SmartDoor Systems, LLC"
0455ca,BriView (Xiamen) Corp.
781dfd,Jabil Inc
18aebb,Siemens Convergence Creators GmbH&Co.KG
50faab,L-tek d.o.o.
3891fb,Xenox Holding BV
a8e018,Nokia Corporation
ccc62b,Tri-Systems Corporation
d8c068,"Netgenetech.co.,ltd."
601199,Siama Systems Inc
a88cee,MicroMade Galka i Drozdz sp.j.
dc9b1e,"Intercom, Inc."
bc5ff4,ASRock Incorporation
e8b4ae,"Shenzhen C&D Electronics Co.,Ltd"
dc2b66,InfoBLOCK S.A. de C.V.
6c81fe,Mitsuba Corporation
c027b9,"Beijing National Railway Research & Design Institute  of Signal & Communication Co., Ltd."
b0bda1,ZAKLAD ELEKTRONICZNY SIMS
1435b3,"Future Designs, Inc."
ac932f,Nokia Corporation
7c7d41,"Jinmuyu Electronics Co., Ltd."
4c1480,"NOREGON SYSTEMS, INC"
64d1a3,Sitecom Europe BV
f43e9d,"Benu Networks, Inc."
64094c,"Beijing Superbee Wireless Technology Co.,Ltd"
0cf3ee,EM Microelectronic
70b265,Hiltron s.r.l.
04e2f8,AEP Ticketing solutions srl
ec9ecd,Artesyn Embedded Technologies
8c5105,"Shenzhen ireadygo Information Technology CO.,LTD."
c8208e,Storagedata
34b571,PLDS
3c7437,RIM
6ca906,Telefield Ltd
78223d,Affirmed Networks
3c02b1,Creation Technologies LP
e441e6,Ottec Technology GmbH
0cf0b4,Globalsat International Technology Ltd
a0aafd,EraThink Technologies Corp.
2872f0,ATHENA
1c19de,eyevis GmbH
9c807d,SYSCABLE Korea Inc.
a83944,"Actiontec Electronics, Inc"
74e06e,Ergophone GmbH
b08991,LGE 
30142d,Piciorgros GmbH
50af73,"Shenzhen Bitland Information Technology Co., Ltd."
5c9ad8,FUJITSU LIMITED
a4c0e1,"Nintendo Co., Ltd."
4c3b74,"VOGTEC(H.K.) Co., Ltd"
684352,Bhuu Limited
3.86e+23,Wasion Group Ltd.
6.09e+66,Vivonic GmbH
bc15a6,"Taiwan Jantek Electronics,Ltd."
dcdeca,Akyllor
a4856b,Q Electronics Ltd
20d5ab,"Korea Infocom Co.,Ltd."
743889,ANNAX Anzeigesysteme GmbH
44d2ca,Anvia TV Oy
ec9233,Eddyfi NDT Inc
ece90b,SISTEMA SOLUCOES ELETRONICAS LTDA - EASYTECH
a08c9b,Xtreme Technologies Corp
60da23,"Estech Co.,Ltd"
44dccb,SEMINDIA SYSTEMS PVT LTD
f8f014,RackWare Inc.
2826a6,PBR electronics GmbH
b428f1,"E-Prime Co., Ltd."
f02a61,"Waldo Networks, Inc."
c8a70a,Verizon Business
304ec3,"Tianjin Techua Technology Co., Ltd."
b4cfdb,"Shenzhen Jiuzhou Electric Co.,LTD"
5c6a7d,KENTKART EGE ELEKTRONIK SAN. VE TIC. LTD. STI. 
fcd4f2,The Coca Cola Company
c01242,Alpha Security Products
bc20ba,"Inspur (Shandong) Electronic Information Co., Ltd"
1cfea7,IDentytech Solutins Ltd.
a0de05,"JSC ""Irbis-T"""
48df1c,Wuhan NEC Fibre Optic Communications industry Co. Ltd
bc71c1,"XTrillion, Inc."
ac8112,"Gemtek Technology Co., Ltd."
686359,Advanced Digital Broadcast SA
e0e8e8,Olive Telecommunication Pvt. Ltd
6052d0,FACTS Engineering 
d49c8e,University of FUKUI
ac2fa8,"Humannix Co.,Ltd."
106000,ADFweb.com s.r.l.
cc34d7,GEWISS S.P.A.
0817f4,IBM Corp
ccd811,Aiconn Technology Corporation
44599f,"Criticare Systems, Inc"
3c2f3a,SFORZATO Corp.
74ce56,Packet Force Technology Limited Company
c44b44,Omniprint Inc.
f43814,"Shanghai Howell Electronic Co.,Ltd"
90610c,Fida International (S) Pte Ltd
3c5f01,"Synerchip Co., Ltd."
ecbbae,Digivoice Tecnologia em Eletronica Ltda
9873c4,Sage Electronic Engineering LLC
b40142,"GCI Science & Technology Co.,LTD"
740abc,LightwaveRF Technology Ltd
10a13b,FUJIKURA RUBBER LTD.
f4e142,Delta Elektronika BV
e0d10a,Katoudenkikougyousyo co ltd
48c8b6,SysTec GmbH
3c6278,"SHENZHEN JETNET TECHNOLOGY CO.,LTD."
cc09c8,IMAQLIQ LTD
9c4563,DIMEP Sistemas
18922c,Virtual Instruments
28061e,"NINGBO GLOBAL USEFUL ELECTRIC CO.,LTD"
64e8e6,global moisture management system
34a183,"AWare, Inc"
58d08f,IEEE 1904.1 Working Group
6c9ce9,Nimble Storage
a49b13,Digital Check
c8ee08,"TANGTOP TECHNOLOGY CO.,LTD"
2c3068,"Pantech Co.,Ltd"
00bd27,Exar Corp.
5c4058,"Jefferson Audio Video Systems, Inc."
d43d67,Carma Industries Inc.
c8d5fe,"Shenzhen Zowee Technology Co., Ltd"
58db8d,"Fast Co., Ltd."
e446bd,"C&C TECHNIC TAIWAN CO., LTD."
8cdd8d,Wifly-City System Inc.
20a2e7,Lee-Dickens Ltd
fcedb9,Arrayent
44ed57,"Longicorn, inc."
ec98c1,"Beijing Risbo Network Technology Co.,Ltd"
6854f5,enLighted Inc
d4a928,GreenWave Reality Inc
e06290,"Jinan Jovision Science & Technology Co., Ltd."
100e2b,NEC CASIO Mobile Communications
7cb542,ACES Technology
905446,TES ELECTRONIC SOLUTIONS
544a05,wenglor sensoric gmbh
7e+140,3view Ltd
18422f,Alcatel Lucent
38a95f,Actifio Inc
f4dcda,"Zhuhai Jiahe Communication Technology Co., limited"
e80462,"Cisco Systems, Inc"
dcd0f7,Bentek Systems Ltd.
c46354,"U-Raku, Inc."
405fbe,RIM
d496df,"SUNGJIN C&T CO.,LTD"
447c7f,Innolight Technology Corporation
5c864a,Secret Labs LLC
7472f2,"Chipsip Technology Co., Ltd."
e0a670,Nokia Corporation
9.8e+166,Accutome
785712,Mobile Integration Workgroup
380a0a,Sky-City Communication and Electronics Limited Company
0cd696,Amimon Ltd
f4dc4d,"Beijing CCD Digital Technology Co., Ltd"
4013d9,Global ES
ac4ffc,SVS-VISTEK GmbH
b43741,"Consert, Inc."
94857a,Evantage Industries Corp
24af54,NEXGEN Mediatech Inc.
dc4ede,"SHINYEI TECHNOLOGY CO., LTD."
f0f842,"KEEBOX, Inc."
4083de,Zebra Technologies Inc
f0ad4e,"Globalscale Technologies, Inc."
08fae0,Fohhn Audio AG
903d5a,Shenzhen Wision Technology Holding Limited
7ca29b,D.SignT GmbH & Co. KG
a04041,"SAMWONFA Co.,Ltd."
8897df,Entrypass Corporation Sdn. Bhd.
e087b1,Nata-Info Ltd.
40406b,Icomera
6c22ab,Ainsworth Game Technology
68ca00,Octopus Systems Limited
3018cf,DEOS control systems GmbH
c0cfa3,"Creative Electronics & Software, Inc."
6089b7,KAEL MÜHENDİSLİK ELEKTRONİK TİCARET SANAYİ LİMİTED ŞİRKETİ
30525a,"NST Co., LTD"
2ca780,True Technologies Inc.
7c6f06,Caterpillar Trimble Control Technologies
70d5e7,Wellcore Corporation
3cf72a,Nokia Corporation
949c55,Alta Data Technologies
d479c3,Cameronet GmbH & Co. KG
0c1dc2,SeAH Networks
5475d0,"Cisco Systems, Inc"
e0589e,Laerdal Medical
58b9e1,"Crystalfontz America, Inc."
20d906,"Iota, Inc."
f45595,HENGBAO Corporation LTD.
545fa9,Teracom Limited
5ce286,Nortel Networks
8c640b,Beyond Devices d.o.o.
fce192,"Sichuan Jinwangtong Electronic Science&Technology Co,.Ltd"
4c5dcd,Oy Finnish Electric Vehicle Technologies Ltd
70d57e,Scalar Corporation
b0e39d,"CAT SYSTEM CO.,LTD."
9835b8,Assembled Products Corporation
288915,CashGuard Sverige AB
180c77,"Westinghouse Electric Company, LLC"
7c2e0d,Blackmagic Design
9c4e20,"Cisco Systems, Inc"
1c3a4f,"AccuSpec Electronics, LLC"
d87533,Nokia Corporation
601283,TSB REAL TIME LOCATION SYSTEMS S.L.
98dcd9,"UNITEC Co., Ltd."
e0bc43,"C2 Microsystems, Inc."
04fe7f,"Cisco Systems, Inc"
ec4476,"Cisco Systems, Inc"
14a62c,S.M. Dezac S.A.
547fee,"Cisco Systems, Inc"
acea6a,"GENIX INFOCOMM CO., LTD."
a8f470,"Fujian Newland Communication Science Technologies Co.,Ltd."
8c736e,FUJITSU LIMITED
583cc6,Omneality Ltd.
b0c8ad,People Power Company
181714,DAEWOOIS
f0ec39,Essec
10e6ae,"Source Technologies, LLC"
2ca835,RIM
c41ece,HMI Sources Ltd.
408a9a,"TITENG CO., Ltd."
f445ed,Portable Innovation Technology Ltd.
6c32de,Indieon Technologies Pvt. Ltd.
94236e,Shenzhen Junlan Electronic Ltd
50f003,"Open Stack, Inc."
dc49c9,CASCO SIGNAL LTD
70d880,Upos System sp. z o.o.
a05dc1,"TMCT Co., LTD."
b86491,CK Telecom Ltd
04c05b,Tigo Energy
8038fd,"LeapFrog Enterprises, Inc."
acbeb6,"Visualedge Technology Co., Ltd."
2c9127,Eintechno Corporation
5c1437,Thyssenkrupp Aufzugswerke GmbH
9c55b4,I.S.E. S.r.l.
487119,SGB GROUP LTD.
681fd8,"Siemens Industry, Inc."
ac583b,"Human Assembler, Inc."
e8e776,"Shenzhen Kootion Technology Co., Ltd"
702f97,Aava Mobile Oy
10ca81,PRECIA
5403f5,EBN Technology Corp.
a8995c,aizo ag
40100000,Compass-EOS
446c24,"Reallin Electronic Co.,Ltd"
2046f9,Advanced Network Devices (dba:AND)
f8e968,Egker Kft.
a0231b,TeleComp R&D Corp.
b8a3e0,"BenRui Technology Co.,Ltd"
3cf52c,DSPECIALISTS GmbH
4c63eb,Application Solutions (Electronics and Vision) Ltd
a4b1ee,H. ZANDER GmbH & Co. KG
842141,Shenzhen Ginwave Technologies Ltd.
4001c6,3COM EUROPE LTD
9c5e73,Calibre UK LTD
6c1811,Decatur Electronics
64a837,"Juni Korea Co., Ltd"
48343d,IEP GmbH
609f9d,CloudSwitch
cccc4e,Sun Fountainhead USA. Corp 
688540,"IGI Mobile, Inc."
a09a5a,Time Domain
e4751e,Getinge Sterilization AB
1065a3,Panamax LLC
9c5b96,NMR Corporation
60f13d,JABLOCOM s.r.o.
b894d2,Retail Innovation HTT AB
f0c24c,"Zhejiang FeiYue Digital Technology Co., Ltd"
40a6a4,PassivSystems Ltd
94ba31,Visiontec da Amazônia Ltda.
78b81a,INTER SALES A/S
b0e97e,Advanced Micro Peripherals
50252b,Nethra Imaging Incorporated
f8811a,OVERKIZ
3863f6,"3NOD MULTIMEDIA(SHENZHEN)CO.,LTD"
d4aaff,MICRO WORLD 
9.42e+65,Finsécur
ac8317,"Shenzhen Furtunetel Communication Co., Ltd"
acd180,"Crexendo Business Solutions, Inc."
202cb7,Kong Yue Electronics & Information Industry (Xinhui) Ltd.
74e537,RADSPIN
cc0080,BETTINI SRL
644bc3,"Shanghai WOASiS Telecommunications Ltd., Co."
0026c3,Insightek Corp.
0026c1,"ARTRAY CO., LTD."
0026be,Schoonderbeek Elektronica Systemen B.V.
2717,"CE Digital(Zhenjiang)Co.,Ltd"
2716,"Adachi-Syokai Co., Ltd."
260,"Stanford University, OpenFlow Group"
0026dc,Optical Systems Design
0026ec,"Legrand Home Systems, Inc"
26000000000,SP Corp
0026eb,"Advanced Spectrum Technology Co., Ltd."
2700,"Shenzhen Siglent Technology Co., Ltd."
0026d4,IRCA SpA
2663,"Shenzhen Huitaiwei Tech. Ltd, co."
2661,"Irumtek Co., Ltd."
00265b,Hitron Technologies. Inc
2656,Sansonic Electronics USA
2658,T-Platforms (Cyprus) Limited
00267d,A-Max Technology Macao Commercial Offshore Company Limited
00267c,Metz-Werke GmbH & Co KG
2674,Hunter Douglas
2673,"RICOH COMPANY,LTD."
00266d,MobileAccess Networks
00266f,Coordiwise Technology Corp.
00266e,"Nissho-denki Co.,LTD."
00268c,StarLeaf Ltd.
00268b,Guangzhou Escene Computer Technology Limited
2681,Interspiro AB
2683,"Ajoho Enterprise Co., Ltd."
00267f,Oregan Networks Ltd.
00264c,"Shanghai DigiVision Technology Co., Ltd."
2646,SHENYANG TONGFANG MULTIMEDIA TECHNOLOGY COMPANY LIMITED
2644,Thomson Telecom Belgium
00263f,LIOS Technology GmbH
00263b,Onbnetech
2634,"Infineta Systems, Inc"
00262f,HAMAMATSU TOA ELECTRONICS
2631,COMMTACT LTD
2624,Thomson Inc.
00261a,Femtocomm System Technology Corp.
2606,RAUMFELD GmbH
2607,Enabling Technology Pty Ltd
2698,"Cisco Systems, Inc"
00269b,SOKRAT Ltd.
0026b5,ICOMM Tele Ltd
0026a1,Megger
00259d,Private
2598,Zhong Shan City Litai Electronic Industrial Co. Ltd
2599,Hedon e.d. B.V.
2597,Kalki Communication Technologies
2592,"Guangzhou Shirui Electronic Co., Ltd"
2594,Eurodesign BG LTD
00258a,Pole/Zero Corporation
2584,"Cisco Systems, Inc"
2579,J & F Labs
00257f,"CallTechSolution Co.,Ltd"
0025c2,"RingBell Co.,Ltd."
0025b4,"Cisco Systems, Inc"
0025b2,MBDA Deutschland GmbH
2577,D-BOX Technologies
2572,Nemo-Q International AB
00256b,ATENIX E.E. s.r.l.
00256e,Van Breda B.V.
2565,Vizimax Inc.
2602,SMART Temps LLC
2605,CC Systems AB
0025fb,Tunstall Healthcare A/S
0025f4,KoCo Connector AG
00255e,"Shanghai Dare Technologies Co.,Ltd."
00255f,SenTec AG
0025d4,General Dynamics Mission Systems
0025ef,"I-TEC Co., Ltd."
25000,Hanshinit Inc.
0025a7,itron
00259f,TechnoDigital Technologies GmbH
240000,Withings
0024de,GLOBAL Technology Inc.
0024db,Alcohol Monitoring Systems
0024dd,"Centrak, Inc."
2529,COMELIT GROUP S.P.A
00252a,"Chengdu GeeYa Technology Co.,LTD"
2528,"Daido Signal Co., Ltd."
2526,"Genuine Technologies Co., Ltd."
0024ea,iris-GmbH infrared & intelligent sensors
0024ed,"YT Elec. Co,.Ltd."
0024ec,"United Information Technology Co.,Ltd."
24000000,In Motion Technology Inc.
240000000,Plaster Networks
0024d5,Winward Industrial Limited
0024c2,"Asumo Co.,Ltd."
0024bf,Carrier Culoz SA
2521,"Logitek Electronic Systems, Inc."
00251f,ZYNUS VISION INC.
00251e,ROTEL TECHNOLOGIES
2519,Viaas Inc
00253b,din Dietmar Nocker Facilitymanagement GmbH
00253d,DRS Consolidated Controls
2535,Minimax GmbH & Co KG
2513,CXP DIGITAL BV
2503,IBM Corp
2504,Valiant Communications Limited
0024ae,IDEMIA
0024ad,Adolf Thies Gmbh & Co. KG
0024a7,Advanced Video Communications Inc.
0024ab,"A7 Engineering, Inc."
0024a4,Siklu Communication
00249a,"Beijing Zhongchuang Telecommunication Test Co., Ltd."
00243a,Ludl Electronic Products
2439,Digital Barriers Advanced Technologies
2434,"Lectrosonics, Inc."
00242f,Micron
00245f,"Vine Telecom CO.,Ltd."
2455,MuLogic BV
00245a,Nanjing Panda Electronics Company Limited
00245b,"RAIDON TECHNOLOGY, INC."
2459,ABB Automation products GmbH
00244e,"RadChips, Inc."
00249e,ADC-Elektronik GmbH
00249f,RIM Testing Services
2488,Centre For Development Of Telematics
00248f,DO-MONIX
0024c0,NTI COMODO INC
0024bb,CENTRAL Corporation
0024bc,"HuRob Co.,Ltd"
0024b7,"GridPoint, Inc."
2479,"Optec Displays, Inc."
2418,Nextwave Semiconductor
2412,"Benign Technologies Co, Ltd."
00240d,OnePath Networks LTD.
00240b,Virtual Computer Inc.
2468,"Sumavision Technologies Co.,Ltd"
2466,Unitron nv
2426,NOHMI BOSAI LTD.
2429,MK MASTER INC.
2391,Maxian
2392,Proteus Industries Inc.
2393,AJINEXTEK
00238d,"Techno Design Co., Ltd."
2387,"ThinkFlood, Inc."
2384,GGH Engineering s.r.l.
0023eb,"Cisco Systems, Inc"
0023ec,Algorithmix GmbH
2402,Op-Tection GmbH
0023fc,"Ultra Stereo Labs, Inc"
00237f,"PLANTRONICS, INC."
0023c1,Securitas Direct AB
0023bb,"Accretech SBS, Inc."
00236f,DAQ System
2369,"Cisco-Linksys, LLC"
0023aa,"HFR, Inc."
0023a5,"SageTV, LLC"
00239e,Jiangsu Lemote Technology Corporation Limited
0023db,saxnet gmbh
0023c8,TEAM-R
00232d,SandForce
2323,Zylin AS
0022f8,PIMA Electronic Systems Ltd.
00231c,Fourier Systems Ltd.
00231d,Deltacom Electronics Ltd
2316,KISAN ELECTRONICS CO
00230f,Hirsch Electronics Corporation
00230a,ARBURG GmbH & Co KG
0022d6,Cypak AB
0022d0,Polar Electro Oy
0022c3,Zeeport Technology Inc.
2330,"DIZIPIA, INC."
0022de,"OPPO Digital, Inc."
0022d7,"Nintendo Co., Ltd."
0022f1,Private
2240,Universal Telecom S/A
2242,Alacron Inc.
2234,Corventis Inc.
2232,Design Design Technology Ltd
00222b,"Nucomm, Inc."
2221,"ITOH DENKI CO,LTD."
2226,"Avaak, Inc."
00221d,Freegene Technology LTD
2224,"Good Will Instrument Co., Ltd."
00221b,Morega Systems
2255,"Cisco Systems, Inc"
00224e,SEEnergy Corp.
2245,Leine & Linde AB
2249,HOME MULTIENERGY SL
2287,Titan Wireless LLC
2288,"Sagrad, Inc."
2285,NOMUS COMM SYSTEMS
00229e,"Social Aid Research Co., Ltd."
2295,SGM Technology for lighting spa
00226b,"Cisco-Linksys, LLC"
2267,Nortel Networks
00225a,Garde Security AB
0022a2,Xtramus Technologies
00220f,MoCA (Multimedia over Coax Alliance)
00220a,"OnLive, Inc"
2281,Daintree Networks Pty
2273,Techway
2203,Glensound Electronics Ltd
2204,KORATEK
0021ff,Cyfrowy Polsat SA
0021f7,HPN Supply Chain
00216e,"Function ATI (Huizhou) Telecommunications Co., Ltd."
00216d,"Soltech Co., Ltd."
2187,Imacs GmbH
2181,Si2 Microsystems Limited
00217e,Telit Communication s.p.a
0021b2,Fiberblaze A/S
0021ac,Infrared Integrated Systems Ltd
0021a2,EKE-Electronics Ltd.
0021f4,"INRange Systems, Inc"
0021f5,"Western Engravers Supply, Inc."
210000,I-WIN
2100000,Display Solution AG
00218e,"MEKICS CO., LTD."
00218f,Avantgarde Acoustic Lautsprechersysteme GmbH
0021c9,Wavecom Asia Pacific Limited
0021c2,GL Communications Inc
2100,visago Systems & Controls GmbH & Co. KG
0021dd,Northstar Systems Corp
0021d5,X2E GmbH
2165,Presstek Inc.
00215b,SenseAnywhere
00214e,GS Yuasa Power Supply Ltd.
00214a,"Pixel Velocity, Inc"
2146,Sanmina-SCI
2142,Advanced Control Systems doo
001ff5,Kongsberg Defence & Aerospace
001ff2,"VIA Technologies, Inc."
001ff1,Paradox Hellas S.A.
001fe6,Alphion Corporation
001fcf,MSI Technology GmbH
001fd1,"OPTEX CO.,LTD."
001fc9,"Cisco Systems, Inc"
001fa9,"Atlanta DTH, Inc."
001fa3,"T&W Electronics(Shenzhen)Co.,Ltd."
001fa2,"Datron World Communications, Inc."
00213a,Winchester Systems Inc.
00212e,dresden-elektronik
2130,Keico Hightech Inc.
2133,"Building B, Inc"
2134,Brandywine Communications
2101,Aplicaciones Electronicas Quasar (AEQ)
2103,"GHI Electronics, LLC"
001ff8,"Siemens AG, Sector Industry, Drive Technologies, Motion Control Systems"
001ffa,"Coretree, Co, Ltd"
00211f,"SHINSUNG DELTATECH CO.,LTD."
2124,Optos Plc
2117,Tellord
00210f,Cernium Corp
001fdc,Mobile Safe Track Ltd
001f2b,Orange Logic
001f2a,ACCM
001f30,Travelping
001f24,"DIGITVIEW TECHNOLOGY CO., LTD."
001f21,"Inner Mongolia Yin An Science & Technology Development Co.,L"
001f22,"Source Photonics, Inc."
001f1d,Atlas Material Testing Technology LLC
001f9c,LEDCO
001f90,"Actiontec Electronics, Inc"
001f91,"DBS Lodging Technologies, LLC"
001f98,DAIICHI-DENTSU LTD.
001f93,Xiotech Corporation
001f64,Beijing Autelan Technology Inc.
001f51,HD Communications Corp
001f53,GEMAC Chemnitz GmbH
001f4c,Roseman Engineering Ltd
001f50,Swissdis AG
001f48,Mojix Inc.
001f3e,RP-Technik e.K.
001f37,Genesis I&C
001f2c,Starbridge Networks
001f31,Radiocomp
001f15,Bioscrypt Inc
001f04,Granch Ltd.
001ef0,Gigafin Networks
001f70,Botik Technologies LTD
001f6d,"Cisco Systems, Inc"
001ef2,Micro Motion Inc
001eea,"Sensor Switch, Inc."
001ea6,Best IT World (India) Pvt. Ltd.
001ea5,"ROBOTOUS, Inc."
001ea7,"Actiontec Electronics, Inc"
001ea0,XLN-t
1e+98,GreenLine Communications
001e9a,HAMILTON Bonaduz AG
1e+94,SUPERCOM TECHNOLOGY CORPORATION
001e8f,CANON INC.
1e+83,LAN/MAN Standards Association (LMSC)
001e7c,Taiwick Limited
1e+78,"Owitek Technology Ltd.,"
001e7a,"Cisco Systems, Inc"
001edf,Master Industrialization Center Kista
001ee3,"T&W Electronics (ShenZhen) Co.,Ltd"
001ed9,"Mitsubishi Precision Co.,LTd."
001ed3,"Dot Technology Int'l Co., Ltd."
001e5c,RB GeneralEkonomik
001e5d,Holosys d.o.o.
1e+60,"Digital Lighting Systems, Inc"
001e6c,Opaque Systems
1e+62,Siemon
1e+44,SANTEC
001ecf,PHILIPS ELECTRONICS UK LTD
1e+22,ARVOO Imaging Products BV
001e1a,Best Source Taiwan Inc.
10000000000000000000,GTRI
100000000000000,"Cisco Systems, Inc"
001e0e,MAXI VIEW HOLDINGS LIMITED
001da7,Seamless Internet
001da8,"Takahata Electronics Co.,Ltd"
001da9,"Castles Technology, Co., LTD"
001da5,WB Electronics
001da1,"Cisco Systems, Inc"
001dde,"Zhejiang Broadcast&Television Technology Co.,Ltd."
001dcb,Exéns Development Oy
001dca,PAV Electronics Limited
001dc2,XORTEC OY
001df0,"Vidient Systems, Inc."
001dec,Marusys
001de8,Nikko Denki Tsushin Corporation(NDTC)
001dda,Mikroelektronika spol. s r. o.
001de3,Intuicom
001de5,"Cisco Systems, Inc"
001d96,WatchGuard Video
001d8f,PureWave Networks
001db8,Intoto Inc.
001db0,"FuJian HengTong Information Technology Co.,Ltd"
001d8c,La Crosse Technology LTD
001e2f,DiMoto Pty Ltd
1e+36,IPTE
1e+27,"SBN TECH Co.,Ltd."
001e0f,Briot International
001dfe,"Palm, Inc"
001df5,"Sunshine Co,LTD"
001d07,"Shenzhen Sang Fei Consumer Communications Co.,Ltd"
001d06,"HM Electronics, Inc."
001d01,Neptune Digital
001cf8,"Parade Technologies, Ltd."
001cf7,AudioScience
001cf6,"Cisco Systems, Inc"
001d33,Maverick Systems Inc.
001d2c,Wavetrend Technologies (Pty) Limited
001d27,NAC-INTERCOM
001d52,Defzone B.V.
001d4a,"Carestream Health, Inc."
001d50,SPINETIX SA
001d71,"Cisco Systems, Inc"
001d65,Microwave Radio Communications
001d64,Adam Communications Systems Int Ltd
001d5e,COMING MEDIA CORP.
001d55,"ZANTAZ, Inc"
001cf5,Wiseblue Technology Limited
001cee,SHARP Corporation
001d24,Aclara Power-Line Systems Inc.
001d18,Power Innovation GmbH
001d1b,Sangean Electronics Inc.
001d17,Digital Sky Corporation
001d45,"Cisco Systems, Inc"
001d36,ELECTRONICS CORPORATION OF INDIA LIMITED
001d69,Knorr-Bremse IT-Services GmbH
001ccf,LIMETEK
001cca,Shanghai Gaozhi Science & Technology Development Co.
001cc9,"Kaise Electronic Technology Co., Ltd."
001cc8,INDUSTRONIC Industrie-Electronic GmbH & Co. KG
001cc6,ProStor Systems
001c94,LI-COR Biosciences
001c8c,DIAL TECHNOLOGY LTD.
001c93,ExaDigm Inc
001c85,Eunicorn
001c80,"New Business Division/Rhea-Information CO., LTD."
001ca7,International Quartz Limited
001cab,"Meyer Sound Laboratories, Inc."
001c9e,Dualtech IT AB
001c67,"Pumpkin Networks, Inc."
001c60,"CSP Frontier Technologies,Inc."
001c51,Celeno Communications
001c59,DEVON IT
001c54,Hillstone Networks Inc
001c3e,ECKey Corporation
001c39,S Netsystems Inc.
001c37,"Callpod, Inc."
001c33,Sutron
001c2f,Pfister GmbH
001c83,"New Level Telecom Co., Ltd."
001c76,The Wandsworth Group Ltd
001c72,Mayer & Cie GmbH & Co KG
001c6a,Weiss Engineering Ltd.
001c48,"WiDeFi, Inc."
001c46,QTUM
001c42,"Parallels, Inc."
001ce3,Optimedical Systems
001cde,Interactive Multimedia eXchange Inc.
001cbe,"Nintendo Co., Ltd."
001cad,"Wuhan Telecommunication Devices Co.,Ltd"
001bf6,CONWISE Technology Corporation Ltd.
